Abstract,Author,Document Title,PDF Link,Year
"an efficient algorithm is presented to simulate the o(n) loop model on the.square lattice for arbitrary values of $n>0$. the scheme combines the worm.algorithm with a new data structure to resolve both the problem of loop.crossings and the necessity of counting the number of loops at each monte carlo.update. with the use of this scheme, the line of critical points (and other.properties) of the o($n$) model on the square lattice for $0<n\le 2$ have been.determined.","['antônio márcio p. silva', 'adriaan m. j. schakel', 'giovani l. vasconcelos']",critical line of the o($n$) loop model on the square lattice,http://arxiv.org/abs/1306.4996v1,2013
"let $ e $ be a possibly infinite set and let $ m $ and $ n $ be matroids.defined on $ e $. we say that the pair $ \{ m,n \} $ has the intersection.property if $ m $ and $ n $ share an independent set $ i $ admitting a.bipartition $ i_m\cup i_n $ such that$ \mathsf{span}_m(i_m)\cup.\mathsf{span}_n(i_n)=e $. the matroid intersection conjecture of nash-williams.says that every matroid pair has the intersection property..  it was shown by n. bowler and j. carmesin that the conjecture can be reduced.to the special case where one of the matroids is a partitional matroid. we.prove that if $ m $ is an arbitrary matroid and $ n $ is a partitional matroid.of finitely many components, then $ \{ m, n \} $ has the intersection property.",['attila joó'],intersection of a partitional and a general infinite matroid,http://arxiv.org/abs/2009.07205v1,2020
"for a linearly recurrent vector sequence p[n+1] = a(n) * p[n], consider the.problem of calculating either the n-th term p[n] or l<=n arbitrary terms.p[n_1],...,p[n_l], both for the case of constant coefficients a(n)=a and for a.matrix a(n) with entries polynomial in n. we improve and extend known.algorithms for this problem and present new applications for it. specifically.it turns out that for instance * any family (p_n) of classical orthogonal.polynomials admits evaluation at given x within o(n^{1/2} log n) operations.independent of the family (p_n) under consideration. * for any l indices.n_1,...,n_l <= n, the values p_{n_i}(x) can be calculated simultaneously using.o(n^{1/2} log n + l log(n/l)) arithmetic operations; again this running time.bound holds uniformly. * every hypergeometric (or, more generally, holonomic).function admits approximate evaluation up to absolute error e>0 within.o((log(1/e)^{1/2} loglog(1/e)) -- as opposed to o(log(1/e)) -- arithmetic.steps. * given m and a polynomial p of degree d over a field of characteristic.zero, the coefficient of p^m to term x^n can be computed within o(d^2.m(n^{1/2})) steps where m(n) denotes the cost of multiplying two degree-n.polynomials. * the same time bound holds for the joint calculation of any.l<=n^{1/2} desired coefficients of p^m to terms x^{n_i}, n_1,...,n_l <= n.",['martin ziegler'],fast (multi-)evaluation of linearly recurrent sequences: improvements.  and applications,http://arxiv.org/abs/cs/0511033v1,2005
"the past thirteen years have seen the development of many algorithms for.approximating matrix functions in o(n) time, where n is the basis size. these.o(n) algorithms rely on assumptions about the spatial locality of the matrix.function; therefore their validity depends very much on the argument of the.matrix function. in this article i carefully examine the validity of certain.o(n) algorithms when applied to hamiltonians of disordered systems. i focus on.the prototypical disordered system, the anderson model. i find that o(n).algorithms for the density matrix function can be used well below the anderson.transition (i.e. in the metallic phase;) they fail only when the coherence.length becomes large. this paper also includes some experimental results about.the anderson model's behavior across a range of disorders.",['vincent e. sacksteder'],o(n) algorithms for disordered systems,http://arxiv.org/abs/cond-mat/0312046v2,2004
"in this paper we consider several instances of the k-center on a line problem.where the goal is, given a set of points s in the plane and a parameter k >= 1,.to find k disks with centers on a line l such that their union covers s and the.maximum radius of the disks is minimized. this problem is a constraint version.of the well-known k-center problem in which the centers are constrained to lie.in a particular region such as a segment, a line, and a polygon. we first.consider the simplest version of the problem where the line l is given in.advance; we can solve this problem in o(n log^2 n) time. we then investigate.the cases where only the orientation of the line l is fixed and where the line.l can be arbitrary. we can solve these problems in o(n^2 log^2 n) time and in.o(n^4 log^2 n) expected time, respectively. for the last two problems, we.present (1 + e)-approximation algorithms, which run in o((1/e) n log^2 n) time.and o((1/e^2) n log^2 n) time, respectively.","['peter brass', 'christian knauer', 'hyeon-suk na', 'chan-su shin', 'antoine vigneron']",computing k-centers on a line,http://arxiv.org/abs/0902.3282v1,2009
"let $h_n$ be a graph on $n$ vertices and let $\ber{h_n}$ denote the.complement of $h_n$. suppose that $\delta = \delta(n)$ is the maximum degree of.$\ber{h_n}$. we analyse three algorithms for sampling $d$-regular subgraphs.($d$-factors) of $h_n$. this is equivalent to uniformly sampling $d$-regular.graphs which avoid a set $e(\ber{h_n})$ of forbidden edges. here $d=d(n)$ is a.positive integer which may depend on $n$..  two of these algorithms produce a uniformly random $d$-factor of $h_n$ in.expected runtime which is linear in $n$ and low-degree polynomial in $d$ and.$\delta$. the first algorithm applies when $(d+\delta)d\delta = o(n)$. this.improves on an earlier algorithm by the first author, which required constant.$d$ and at most a linear number of edges in $\ber{h_n}$. the second algorithm.applies when $h_n$ is regular and $d^2+\delta^2 = o(n)$, adapting an approach.developed by the first author together with wormald. the third algorithm is a.simplification of the second, and produces an approximately uniform $d$-factor.of $h_n$ in time $o(dn)$. here the output distribution differs from uniform by.$o(1)$ in total variation distance, provided that $d^2+\delta^2 = o(n)$.","['pu gao', 'catherine greenhill']",uniform generation of spanning regular subgraphs of a dense graph,http://arxiv.org/abs/1807.00964v2,2019
"new $^{14}$n(d,p) angular distribution data were taken at a deuteron.bombarding energy of 16 mev to locate all narrow single particle neutron states.up to 15 mev in excitation. a new shell model calculation is able to reproduce.all levels in $^{15}$n up to 11.5 mev and is used to characterize a narrow.single particle level at 11.236 mev and to provide a map of the single particle.strengths. the known levels in $^{15}$n are then used to determine their.mirrors in the lesser known nucleus $^{15}$o. the 2s$_{1/2}$ and 1d$_{5/2}$.single particle centroid energies are determined for the $^{15}$n$-^{15}$o.mirror pair as: $^{15}$n $(\text{2s}_{1/2}) = 8.08$ mev, $^{15}$o.$(\text{2s}_{1/2}) = 7.43$ mev, $^{15}$n $(\text{1d}_{5/2}) = 7.97$ mev, and.$^{15}$o $(\text{1d}_{5/2}) = 7.47$ mev. these results confirm the degeneracy.of these orbits and that the $^{15}$n$-^{15}$o nuclei are where the transition.between the $\text{2s}_{1/2}$ lying below the $\text{1d}_{5/2}$ to lying above.it, takes place. the $\text{1d}_{3/2}$ single particle strength is estimated to.be centered around 13 mev in these nuclei.","['c. e. mertin', 'd. d. caussyn', 'a. m. crisp', 'n. keeley', 'k. w. kemper', 'o. momtyuk', 'b. t. roeder', 'a. volya']",single particle strengths and mirror states in $^{15}$n$-^{15}$o below.  12.0 mev,http://arxiv.org/abs/1407.4140v1,2014
"a graph g'(v,e') is an \eps-sparsification of g for some \eps>0, if every.(weighted) cut in g' is within (1\pm \eps) of the corresponding cut in g. a.celebrated result of benczur and karger shows that for every undirected graph.g, an \eps-sparsification with o(n\log n/\e^2) edges can be constructed in.o(m\log^2n) time. applications to modern massive data sets often constrain.algorithms to use computation models that restrict random access to the input..the semi-streaming model, in which the algorithm is constrained to use \tilde.o(n) space, has been shown to be a good abstraction for analyzing graph.algorithms in applications to large data sets. recently, a semi-streaming.algorithm for graph sparsification was presented by anh and guha; the total.running time of their implementation is \omega(mn), too large for applications.where both space and time are important. in this paper, we introduce a new.technique for graph sparsification, namely refinement sampling, that gives an.\tilde{o}(m) time semi-streaming algorithm for graph sparsification..  specifically, we show that refinement sampling can be used to design a.one-pass streaming algorithm for sparsification that takes o(\log\log n) time.per edge, uses o(\log^2 n) space per node, and outputs an \eps-sparsifier with.o(n\log^3 n/\eps^2) edges. at a slightly increased space and time complexity,.we can reduce the sparsifier size to o(n \log n/\e^2) edges matching the.benczur-karger result, while improving upon the benczur-karger runtime for.m=\omega(n\log^3 n). finally, we show that an \eps-sparsifier with o(n \log.n/\eps^2) edges can be constructed in two passes over the data and o(m) time.whenever m =\omega(n^{1+\delta}) for some constant \delta>0. as a by-product of.our approach, we also obtain an o(m\log\log n+n \log n) time streaming.algorithm to compute a sparse k-connectivity certificate of a graph.","['ashish goel', 'michael kapralov', 'sanjeev khanna']",graph sparsification via refinement sampling,http://arxiv.org/abs/1004.4915v1,2010
"the classical integrability the o(n) nonlinear sigma model on a half-line is.examined, and the existence of an infinity of conserved charges in involution.is established for the free boundary condition. for the case n=3 other possible.boundary conditions are considered briefly.","['e. corrigan', 'z-m sheng']",classical integrability of the o(n) nonlinear sigma model on a half-line,http://arxiv.org/abs/hep-th/9612150v1,1996
"we analysed the optical spectra of hii regions extracted from a sample of 350.galaxies of the califa survey. we calculated total o/h abundances and, for the.first time, n/o ratios using the semi-empirical routine hii-chi-mistry, which,.according to p\'erez-montero (2014), is consistent with the direct method and.reduces the uncertainty in the o/h derivation using [nii] lines owing to the.dispersion in the o/h-n/o relation. then we performed linear fittings to the.abundances as a function of the de-projected galactocentric distances. the.analysis of the radial distribution both for o/h and n/o in the non-interacting.galaxies reveals that both average slopes are negative, but a non-negligible.fraction of objects have a flat or even a positive gradient (at least 10\% for.o/h and 4\% for n/o). the slopes normalised to the effective radius appear to.have a slight dependence on the total stellar mass and the morphological type,.as late low-mass objects tend to have flatter slopes. no clear relation is.found, however, to explain the presence of inverted gradients in this sample,.and there is no dependence between the average slopes and the presence of a.bar. the relation between the resulting o/h and n/o linear fittings at the.effective radius is much tighter (correlation coefficient $\rho_s$ = 0.80) than.between o/h and n/o slopes ($\rho_s$ = 0.39) or for o/h and n/o in the.individual \hii\ regions ($\rho_s$ = 0.37). these o/h and n/o values at the.effective radius also correlate very tightly (less than 0.03 dex of dispersion).with total luminosity and stellar mass. the relation with other integrated.properties, such as star formation rate, colour, or morphology, can be.understood only in light of the found relation with mass.","['e. pérez-montero', 'r. garcía-benito', 'j. m. vílchez', 's. f. sánchez', 'c. kehrig', 'b. husemann', 's. duarte puertas', 'j. iglesias-pármao', 'l. galbany', 'm. mollá', 'c. j. walcher', 'y. ascasíbar', 'r. m. gonzález delgado', 'r. a. marino', 'j. masegosa', 'e. pérez', 'f. f. rosales-ortega', 'p. sánchez-blázquez', 'j. bland-hawthorn', 'd. bomans', 'a. r. lópez-sánchez', 'b. ziegler', 'the califa collaboration']",the dependence of oxygen and nitrogen abundances on stellar mass from.  the califa survey,http://arxiv.org/abs/1608.04677v1,2016
"in this paper we present an implicit dynamic dictionary with the working-set.property, supporting insert(e) and delete(e) in o(log n) time, predecessor(e).in o(log l_{p(e)}) time, successor(e) in o(log l_{s(e)}) time and search(e) in.o(log min(l_{p(e)},l_{e}, l_{s(e)})) time, where n is the number of elements.stored in the dictionary, l_{e} is the number of distinct elements searched for.since element e was last searched for and p(e) and s(e) are the predecessor and.successor of e, respectively. the time-bounds are all worst-case. the.dictionary stores the elements in an array of size n using no additional space..in the cache-oblivious model the log is base b and the cache-obliviousness is.due to our black box use of an existing cache-oblivious implicit dictionary..this is the first implicit dictionary supporting predecessor and successor.searches in the working-set bound. previous implicit structures required o(log.n) time.","['gerth stølting brodal', 'casper kejlberg-rasmussen']",cache-oblivious implicit predecessor dictionaries with the working set.  property,http://arxiv.org/abs/1112.5472v3,2012
